cost_yr,median_income,affordability_ratio,ave_fam_size
7984,26792,0.2979977,3.53
7984,25208,0.316723,3.53
6557,49223,0.1332123,2.9
6557,14271,0.4594709,2.9
6557,25357,0.2585917,2.9
6557,50946,0.128707,2.9
6557,44054,0.1488425,2.9
8974,20974,0.4278523,4.23
8974,20699,0.4335366,4.23
6104,15568,0.3920696,2.55
6917,43636,0.1585224,3.16
6917,19840,0.3486533,3.16
6917,23841,0.2901423,3.16
6917,35000,0.1976366,3.16
6917,23286,0.2970575,3.16
7457,83659,0.0891386,3.25
7457,53750,0.1387394,3.25
7457,22102,0.3374014,3.25
7457,32339,0.230596,3.25
7457,35324,0.2111099,3.25
5739,47708,0.1202993,2.4
5739,47708,0.1202993,2.4
6648,73306,0.0906913,2.86
6648,33900,0.1961126,2.86
6648,68889,0.0965062,2.86
6648,34550,0.1924231,2.86
7179,13984,0.5133826,3.2
7179,22964,0.3126259,3.2
7179,24051,0.2984966,3.2
7179,45441,0.1579882,3.2
7179,23350,0.3074579,3.2
7743,6685,1.1582804,3.65
7743,6685,1.1582804,3.65
6274,19706,0.3184048,2.88
6274,22847,0.2746305,2.88
6274,22844,0.2746666,2.88
8020,10893,0.7362601,3.46
8020,26583,0.3016996,3.46
8020,25748,0.3114837,3.46
8020,20028,0.4004434,3.46
8020,48698,0.1646902,3.46
8020,40201,0.1994995,3.46
8020,38841,0.2064849,3.46
8020,62019,0.1293165,3.46
8020,24600,0.3260196,3.46
6519,90224,0.0722494,2.8
6519,69079,0.0943648,2.8
6776,23438,0.2890832,2.86
6776,39214,0.1727835,2.86
6776,39456,0.1717238,2.86
12039,27875,0.4318838,5.85
12039,23750,0.5068952,5.85
5915,85192,0.0694351,2.57
5915,80982,0.0730448,2.57
7994,8952,0.8929986,3.44
7994,39401,0.2028914,3.44
7994,22789,0.3507887,3.44
7994,19267,0.4149127,3.44
7994,26528,0.3013466,3.44
7994,41857,0.1909865,3.44
7994,30929,0.2584669,3.44
7994,30852,0.259112,3.44
7994,22745,0.3514673,3.44
8667,22618,0.3831842,3.91
8667,27763,0.312173,3.91
8667,17963,0.482484,3.91
5770,206333,0.0279656,2.45
5770,63882,0.0903262,2.45
5770,72778,0.0792852,2.45
5770,70000,0.0824317,2.45
6033,51705,0.116675,2.68
6033,51364,0.1174496,2.68
6432,16768,0.3836163,2.71
6432,21908,0.2936132,2.71
6432,30469,0.2111155,2.71
5982,105114,0.0569119,2.5
5982,105114,0.0569119,2.5
8999,33750,0.2666473,4.04
8999,38214,0.2354987,4.04
7780,16691,0.4661458,3.24
7780,17243,0.4512231,3.24
7805,26250,0.2973234,3.25
7805,26250,0.2973234,3.25
6851,153365,0.0446739,3.02
6851,152596,0.0448991,3.02
7141,130673,0.0546486,2.95
7141,130673,0.0546486,2.95
7068,6944,1.0177991,3.34
7882,6823,1.1552388,3.25
7882,17656,0.4464315,3.25
9417,19207,0.4903146,4.06
9417,20362,0.4625023,4.06
9417,11765,0.8004651,4.06
9417,19886,0.473573,4.06
7683,56413,0.1361838,3.31
7683,31204,0.2462037,3.31
7683,33472,0.2295214,3.31
9175,38289,0.2396216,4.18
9175,17820,0.5148636,4.18
9175,39973,0.2295267,4.18
9175,20768,0.4417792,4.18
6858,18149,0.3778457,2.99
6858,18846,0.3638715,2.99
7783,6786,1.1469441,3.54
7783,6786,1.1469441,3.54
6665,70052,0.0951498,2.71
6665,62188,0.107182,2.71
12659,51477,0.2459076,5.44
12659,20362,0.621677,5.44
12659,45694,0.2770295,5.44
6523,48625,0.1341492,2.66
6523,76127,0.0856858,2.66
6523,75635,0.0862432,2.66
9323,27656,0.3370967,4.41
7012,27760,0.2525945,3.17
7012,42984,0.163131,3.17
7012,23828,0.2942767,3.17
7012,29436,0.2382125,3.17
7012,22250,0.3151472,3.17
7012,29524,0.2375025,3.17
10016,23542,0.4254606,4.27
10016,11667,0.8585064,4.27
6177,14591,0.4233457,2.87
6177,12813,0.4820914,2.87
6177,14190,0.4353091,2.87
7418,15521,0.477958,3.4
7418,14286,0.5192766,3.4
7418,39583,0.1874134,3.4
7418,112228,0.066101,3.4
7418,25352,0.2926154,3.4
6239,102538,0.0608467,2.52
6239,102538,0.0608467,2.52
5659,35554,0.1591571,2.7
5659,35750,0.1582845,2.7
6588,34438,0.1912934,2.85
6588,80197,0.0821447,2.85
6588,28306,0.2327337,2.85
6588,37941,0.1736317,2.85
6588,31418,0.2096811,2.85
7006,24250,0.2889151,3.21
7006,30554,0.2293052,3.21
7006,30159,0.2323084,3.21
5439,70227,0.0774442,2.63
5439,71705,0.0758479,2.63
7440,5536,1.3440007,3.26
7155,8199,0.8726073,3.54
7155,8199,0.8726073,3.54
8000,90852,0.0880527,3.36
8000,43750,0.1828517,3.36
8000,50357,0.158861,3.36
9170,25198,0.3639301,3.94
9170,25000,0.3668125,3.94
5982,15967,0.3746455,2.71
10512,15841,0.663586,4.74
10512,16154,0.6507284,4.74
6354,23295,0.2727658,2.81
6354,22614,0.2809798,2.81
8652,53508,0.1616945,3.76
8652,8917,0.970276,3.76
8652,9333,0.9270279,3.76
5333,48083,0.1109164,2.35
5333,48750,0.1093988,2.35
7949,37594,0.2114364,3.25
7949,28924,0.2748147,3.25
10139,12141,0.8350895,4.41
10139,12447,0.8145595,4.41
7911,32102,0.2464413,3.37
8733,13886,0.6289223,4.1
8733,13886,0.6289223,4.1
7191,11875,0.605546,3.18
7191,58804,0.1222852,3.18
7191,45089,0.1594814,3.18
7191,32540,0.2209852,3.18
7191,34113,0.2107953,3.18
7005,21111,0.3318352,2.99
7005,55134,0.1270608,2.99
7005,94318,0.074274,2.99
7005,52266,0.1340331,2.99
7196,32500,0.2214219,3.06
7196,70016,0.1027795,3.06
7196,52563,0.1369064,3.06
7622,17258,0.441622,3.51
7622,15743,0.4841207,3.51
7622,19162,0.397741,3.51
7622,13044,0.5842926,3.51
7622,17202,0.4430597,3.51
3550,17500,0.2028679,1.6
6948,14904,0.4661633,2.96
6948,14904,0.4661633,2.96
8952,14545,0.615474,3.66
8952,53295,0.167972,3.66
8952,15625,0.5729325,3.66
6231,53594,0.1162695,2.67
6231,53594,0.1162695,2.67
6263,70208,0.0892059,2.67
6263,36801,0.1701847,2.67
6263,78250,0.0800379,2.67
6263,46563,0.1345052,2.67
7583,59444,0.1275693,3.23
7583,51316,0.1477751,3.23
7583,36326,0.2087549,3.23
7583,75833,0.0999991,3.23
7583,43322,0.1750434,3.23
9244,15962,0.5791449,4.02
9244,45865,0.2015548,4.02
9244,26099,0.3542017,4.02
7270,200781,0.0362076,2.93
7270,108464,0.0670249,2.93
7270,108821,0.066805,2.93
6250,51635,0.121033,2.61
6250,51635,0.121033,2.61
6663,45688,0.1458291,2.78
7069,31574,0.2238876,2.97
7069,29219,0.2419326,2.97
7069,48229,0.1465721,2.97
7069,65469,0.1079752,2.97
7069,99583,0.0709863,2.97
7069,60982,0.1159199,2.97
7459,14716,0.506835,3.34
7459,30417,0.245211,3.34
7459,12679,0.5882628,3.34
7459,21810,0.34198,3.34
7459,20893,0.3569896,3.34
7459,31672,0.2354946,3.34
7459,5354,1.3930864,3.34
7459,23604,0.3159882,3.34
7383,10750,0.6867764,3.55
7383,6685,1.1043899,3.55
7335,46339,0.1582898,3.05
7335,33346,0.2199661,3.05
7335,45608,0.1608268,3.05
7335,39000,0.1880767,3.05
6620,26250,0.2521735,2.94
6620,20313,0.3258777,2.94
6307,24271,0.2598685,2.61
6307,24271,0.2598685,2.61
9280,42308,0.2193488,4.01
9280,13452,0.6898758,4.01
9280,21946,0.4228657,4.01
9280,21250,0.4367158,4.01
9280,22232,0.4174258,4.01
4479,45313,0.0988501,2.07
4479,45313,0.0988501,2.07
8258,77672,0.106319,3.61
8258,30985,0.2665164,3.61
8258,35391,0.2333365,3.61
8258,31338,0.2635143,3.61
7562,69400,0.1089588,3.15
7562,73011,0.1035699,3.15
7785,27155,0.2866959,3.25
7785,22289,0.3492856,3.25
7785,103077,0.0755283,3.25
7785,32019,0.243144,3.25
5892,58026,0.1015483,2.64
5892,18190,0.3239386,2.64
5892,29632,0.198854,2.64
5892,23468,0.2510841,2.64
8373,94236,0.0888507,3.58
8373,70464,0.1188257,3.58
8373,70911,0.1180766,3.58
6896,13077,0.5273269,2.85
6896,19632,0.3512558,2.85
6896,58352,0.1181768,2.85
6896,42151,0.1635988,2.85
8887,33565,0.2647843,3.86
8887,30271,0.2935974,3.86
8887,21763,0.408376,3.86
8887,34709,0.2560571,3.86
8887,42679,0.2082403,3.86
8887,37153,0.2392131,3.86
8887,28642,0.3102956,3.86
7801,46395,0.1681495,3.47
7801,23234,0.3357707,3.47
7801,55446,0.1407008,3.47
7801,30912,0.2523712,3.47
8033,60208,0.1334158,3.54
8033,43750,0.1836045,3.54
6141,42875,0.1432348,2.66
6141,43188,0.1421968,2.66
6813,14688,0.4638555,3.02
6813,83333,0.0817576,3.02
5650,16250,0.347672,2.52
5650,19722,0.2864654,2.52
7996,66722,0.119845,3.47
9249,78095,0.1184371,4.15
9249,16080,0.5752081,4.15
6781,46000,0.1474131,2.96
6781,46000,0.1474131,2.96
6487,112788,0.0575179,2.81
6487,24120,0.2689604,2.81
6487,26291,0.2467508,2.81
6487,69250,0.0936798,2.81
6487,35348,0.1835273,2.81
7688,53214,0.1444801,3.36
7688,53214,0.1444801,3.36
7954,30556,0.2603098,3.41
7954,36058,0.2205898,3.41
7954,35579,0.2235596,3.41
7954,37604,0.2115207,3.41
7954,35841,0.2219253,3.41
9876,16210,0.6092725,4.69
9876,8516,1.1597356,4.69
9876,15444,0.6394916,4.69
5625,18413,0.305499,2.55
5625,18413,0.305499,2.55
6604,42097,0.1568798,2.87
6604,23514,0.2808612,2.87
6604,37019,0.1783995,2.87
6604,48359,0.1365655,2.87
6604,32262,0.2047043,2.87
7580,15234,0.4975417,3.58
7580,21635,0.3503374,3.58
7580,20451,0.37062,3.58
7580,15625,0.4850912,3.58
7580,24766,0.3060466,3.58
7580,20000,0.3789775,3.58
7263,33203,0.2187313,3.22
7263,12800,0.5673856,3.22
7487,43355,0.1726983,3.2
7487,43355,0.1726983,3.2
8283,95300,0.0869102,3.64
8283,16354,0.5064536,3.64
8283,32245,0.2568629,3.64
8283,41406,0.2000324,3.64
8283,37934,0.2183409,3.64
5278,47632,0.110808,2.24
5278,29545,0.178643,2.24
6920,11091,0.6239269,3.09
6920,82568,0.0838094,3.09
6920,15909,0.4349722,3.09
6317,44861,0.1408139,2.65
6317,32222,0.1960478,2.65
6317,93214,0.0677693,2.65
6317,81111,0.0778816,2.65
5280,32847,0.1607332,2.61
5280,32847,0.1607332,2.61
9351,15625,0.5984918,4.72
7172,38468,0.1864404,3.07
7172,48750,0.1471178,3.07
7172,38911,0.1843178,3.07
9362,31728,0.295067,3.84
9362,36500,0.25649,3.84
9362,35268,0.2654499,3.84
5552,26102,0.2127097,2.57
5552,30371,0.1828109,2.57
5552,28319,0.1960574,2.57
7546,40625,0.1857417,3.53
7546,9565,0.7888924,3.53
8762,24605,0.3561028,3.74
8762,48750,0.1797315,3.74
6728,16824,0.3999175,3.18
6728,17213,0.3908797,3.18
7148,14769,0.4840196,3.28
7148,16852,0.4241921,3.28
7148,30625,0.2334199,3.28
7148,33980,0.2103733,3.28
7148,27479,0.2601436,3.28
6314,9597,0.6579062,3.09
6314,9597,0.6579062,3.09
9250,30363,0.3046536,3.81
9250,30363,0.3046536,3.81
6234,56429,0.1104754,2.6
6234,56143,0.1110382,2.6
9527,38768,0.2457439,4.01
9527,28387,0.3356114,4.01
9527,34609,0.2752752,4.01
9527,43304,0.2200028,4.01
9527,34922,0.272808,4.01
7018,81364,0.0862509,2.99
7018,21921,0.3201366,2.99
7018,22740,0.3086066,2.99
7018,55566,0.1262951,2.99
7018,9290,0.7554052,2.99
7018,38639,0.1816226,2.99
7429,48083,0.154499,3.13
7429,95259,0.077985,3.13
9556,17300,0.5523732,4.1
9556,59911,0.1595042,4.1
9556,49280,0.1939135,4.1
5772,79375,0.0727145,2.37
5772,79154,0.0729175,2.37
8539,63397,0.1346883,3.6
8539,39423,0.2165953,3.6
8539,49107,0.1738822,3.6
6931,32500,0.213258,3.01
6931,13681,0.5066066,3.01
6931,12250,0.5657865,3.01
7987,22417,0.3562954,3.56
7987,14653,0.5450811,3.56
7317,6250,1.1707007,3.29
7317,22186,0.3297971,3.29
7317,21677,0.3375411,3.29
7317,20783,0.3520608,3.29
7317,16985,0.4307848,3.29
7317,48750,0.1500898,3.29
7317,19219,0.3807107,3.29
7317,16713,0.4377957,3.29
7317,23292,0.314137,3.29
6569,132550,0.0495563,2.95
6569,18406,0.3568779,2.95
6569,32303,0.2033462,2.95
6569,31447,0.2088814,2.95
8203,10708,0.766051,3.77
8203,10708,0.766051,3.77
6711,15893,0.4222751,2.82
6711,15491,0.4332334,2.82
7378,20850,0.353852,3.16
7378,49917,0.1478016,3.16
7378,23060,0.3199399,3.16
6788,57130,0.1188177,3.24
6788,21875,0.310311,3.24
6788,21925,0.3096034,3.24
6788,93287,0.0727653,3.24
6788,37900,0.1791043,3.24
6788,24766,0.2740876,3.24
6788,32115,0.2113671,3.24
6634,20160,0.3290917,3.02
6634,17117,0.3875964,3.02
6634,17157,0.3866928,3.02
6290,56912,0.1105195,2.64
6290,56618,0.1110934,2.64
8143,56696,0.1436194,3.45
8143,73125,0.1113524,3.45
8143,56295,0.1446425,3.45
7986,24758,0.3225579,3.55
7986,22250,0.3589163,3.55
7986,23351,0.3419934,3.55
8226,16875,0.4874734,3.55
8226,40263,0.2043095,3.55
8226,28172,0.2919961,3.55
8226,37938,0.2168304,3.55
8226,33399,0.2462982,3.55
9133,13696,0.6668102,4.26
9133,13261,0.6886836,4.26
7907,56944,0.1388562,3.36
7907,73007,0.108305,3.36
7907,29509,0.267953,3.36
7907,46099,0.1715227,3.36
7907,80163,0.0986369,3.36
7907,41156,0.1921233,3.36
6828,23516,0.2903719,2.98
6828,35563,0.1920082,2.98
6828,37273,0.1831993,2.98
6828,35121,0.1944246,2.98
6577,19688,0.3340783,2.81
6577,41629,0.1579988,2.81
6577,41674,0.1578282,2.81
6854,81458,0.0841406,2.88
6854,210333,0.0325861,2.88
6854,155865,0.0439735,2.88
6808,78722,0.0864871,2.84
6808,78722,0.0864871,2.84
8247,22917,0.3598817,3.79
8247,22917,0.3598817,3.79
8758,66912,0.1308841,3.67
8758,66250,0.132192,3.67
5850,12417,0.4711561,2.66
5850,21241,0.275427,2.66
5850,9458,0.6185605,2.66
5850,20000,0.2925172,2.66
8504,55167,0.1541454,3.74
8504,19922,0.4268518,3.74
8504,25022,0.3398506,3.74
8504,43682,0.1946738,3.74
8504,24861,0.3420515,3.74
8504,26899,0.316136,3.74
5783,34861,0.1658797,2.59
5783,42757,0.1352464,2.59
5783,36908,0.1566796,2.59
7399,70458,0.1050104,3.21
7399,60446,0.1224039,3.21
7399,62396,0.1185785,3.21
7399,61375,0.1205511,3.21
9698,9259,1.0473687,4.49
9698,9259,1.0473687,4.49
8702,48235,0.1804104,3.67
8702,35924,0.2422363,3.67
8702,36467,0.2386294,3.67
6768,33851,0.1999273,2.85
6768,35887,0.1885847,2.85
6768,33446,0.2023482,2.85
6395,6474,0.987815,2.74
6395,20197,0.3166368,2.74
6395,17051,0.375058,2.74
6395,41250,0.1550331,2.74
6395,13958,0.4581684,2.74
6395,20987,0.3047179,2.74
8528,58281,0.1463245,3.69
8528,22500,0.3790196,3.69
8528,20449,0.4170346,3.69
8528,37906,0.224976,3.69
8528,24375,0.3498642,3.69
8528,23789,0.3584825,3.69
6280,59386,0.1057514,2.68
6280,60844,0.1032173,2.68
6280,40679,0.1543832,2.68
6280,84523,0.0743011,2.68
6280,24688,0.2543808,2.68
6280,62246,0.1008925,2.68
7156,134006,0.0533995,3.18
7156,133686,0.0535273,3.18
6770,25069,0.2700503,2.95
6770,12656,0.5349155,2.95
6770,24980,0.2710124,2.95
9275,35525,0.2610845,3.96
9275,23161,0.4004588,3.96
9275,24959,0.3716105,3.96
7629,16944,0.4502362,3.46
7629,22361,0.3411655,3.46
7629,16368,0.4660803,3.46
7629,19620,0.3888278,3.46
7629,18098,0.4215273,3.46
8406,15000,0.5603832,3.81
8406,15000,0.5603832,3.81
9294,19338,0.480633,4.09
9294,18636,0.498738,4.09
7517,34306,0.2191056,3.22
7517,11902,0.6315441,3.22
7517,23785,0.3160243,3.22
7517,38799,0.1937328,3.22
7517,50750,0.1481111,3.22
7517,25884,0.2903971,3.22
7831,4412,1.7749069,3.54
7962,20417,0.3899797,3.63
7962,28000,0.2843648,3.63
7962,23750,0.3352512,3.63
7142,14813,0.4821191,3.31
7142,28384,0.2516076,3.31
6663,78026,0.08539,2.78
6663,78026,0.08539,2.78
6577,93262,0.0705222,2.72
6577,93262,0.0705222,2.72
5618,94063,0.0597232,2.35
5618,94063,0.0597232,2.35
8988,9243,0.9724459,3.89
8988,16250,0.5531272,3.89
8988,20230,0.4443063,3.89
8988,39135,0.2296746,3.89
8988,21316,0.42167,3.89
6464,59375,0.1088707,2.81
6464,41702,0.1550093,2.81
6464,39464,0.1637999,2.81
6464,40667,0.1589544,2.81
8841,61607,0.1434988,3.62
8841,65909,0.1341324,3.62
9627,25192,0.3821421,4.06
9627,30332,0.3173851,4.06
7136,84583,0.0843693,3.02
7136,54559,0.130798,3.02
7136,59293,0.120355,3.02
6644,30982,0.2144529,2.94
6644,30982,0.2144529,2.94
7149,21852,0.3271389,2.98
7149,21852,0.3271389,2.98
6768,27396,0.2470565,3.09
6768,41550,0.1628968,3.09
6768,25167,0.2689379,3.09
6768,22042,0.3070666,3.09
6768,31000,0.2183342,3.09
6760,11767,0.574525,3.23
6760,11767,0.574525,3.23
4923,117167,0.042017,2.24
4923,115583,0.0425928,2.24
7867,32036,0.2455648,3.49
7867,33177,0.2371195,3.49
7867,36944,0.2129416,3.49
7867,45156,0.1742164,3.49
7867,26544,0.2963726,3.49
7867,32326,0.2433618,3.49
7561,13611,0.5554707,3.29
7561,15104,0.5005636,3.29
8507,57647,0.147562,3.65
8507,29250,0.2908207,3.65
7806,37473,0.2083153,3.32
7806,22273,0.3504781,3.32
7806,53750,0.1452316,3.32
7806,36726,0.2125524,3.32
6737,26250,0.2566485,3.04
6737,52949,0.1272361,3.04
6737,41304,0.1631083,3.04
8329,16382,0.5084348,3.72
8329,16382,0.5084348,3.72
6287,45156,0.1392284,2.65
6287,26699,0.235477,2.65
6287,70125,0.0896542,2.65
6287,44545,0.1411382,2.65
6722,54271,0.1238669,2.9
6722,35506,0.1893308,2.9
6722,41500,0.1619851,2.9
6722,65592,0.1024878,2.9
6722,44593,0.1507497,2.9
5295,11625,0.4554752,2.38
5295,42039,0.1259521,2.38
5295,41445,0.1277572,2.38
7490,42308,0.1770424,3.3
7490,22244,0.336734,3.3
5496,4205,1.3070725,2.3
5496,4205,1.3070725,2.3
5099,5250,0.9712125,2.35
5510,15969,0.3450243,2.34
5510,15969,0.3450243,2.34
9292,22153,0.4194301,4
9292,29619,0.3137053,4
9292,24527,0.378833,4
9292,35581,0.2611404,4
9292,26126,0.3556471,4
9054,11583,0.7816683,4.03
9054,11583,0.7816683,4.03
7743,22853,0.3388135,3.34
7743,34830,0.2223056,3.34
7743,23071,0.335612,3.34
8367,18588,0.4501191,3.83
8367,19322,0.4330201,3.83
8367,46688,0.179207,3.83
8367,19599,0.4269001,3.83
8694,122159,0.071167,3.9
8694,107381,0.0809612,3.9
5653,28242,0.2001493,2.65
5653,27042,0.209031,2.65
6254,41385,0.1511279,2.91
6254,47344,0.132106,2.91
6254,43672,0.1432137,2.91
6890,18871,0.3651266,3.04
6890,50250,0.1371205,3.04
6890,19315,0.3567333,3.04
7165,26071,0.2748297,3.13
7165,25670,0.279123,3.13
7165,23533,0.3044697,3.13
7165,24154,0.2966418,3.13
5544,8750,0.6335497,2.89
5544,8750,0.6335497,2.89
5744,39018,0.1472245,2.69
7084,11204,0.6322354,3.44
7084,33125,0.2138435,3.44
7084,17039,0.4157266,3.44
8429,39050,0.215847,3.71
8429,39171,0.2151803,3.71
7139,60536,0.1179268,3.14
7139,34583,0.2064257,3.14
7139,23504,0.3037278,3.14
7139,35472,0.2012522,3.14
7139,9966,0.7163173,3.14
7139,27899,0.2558808,3.14
7696,34038,0.2260976,3.25
7696,48696,0.1580399,3.25
7696,38491,0.1999405,3.25
7696,52679,0.1460907,3.25
7696,45667,0.1685224,3.25
7696,46179,0.1666539,3.25
6554,2656,2.4676846,2.71
6554,51875,0.1263455,2.71
6554,46250,0.1417118,2.71
6152,51719,0.1189571,2.57
6152,51719,0.1189571,2.57
6933,39635,0.1749128,2.85
6933,16587,0.417958,2.85
6933,24402,0.2841025,2.85
6933,46836,0.1480201,2.85
6933,42500,0.1631216,2.85
7443,37212,0.2000186,3.47
7443,82717,0.0899826,3.47
7443,59375,0.1253574,3.47
6575,7132,0.9218627,2.72
6575,55301,0.1188898,2.72
6575,54028,0.1216911,2.72
6575,46667,0.140886,2.72
6575,55000,0.1195404,2.72
6501,3849,1.6891366,2.95
6501,25254,0.2574438,2.95
6501,23333,0.2786391,2.95
5152,25361,0.2031362,2.52
6600,11621,0.5679594,2.95
6600,24559,0.268751,2.95
6600,8365,0.7890324,2.95
6600,17191,0.3839367,2.95
6600,23852,0.2767171,2.95
6600,17552,0.3760401,2.95
7746,36506,0.2121871,3.29
7746,28659,0.2702852,3.29
7746,46763,0.165646,3.29
7746,16611,0.4663237,3.29
7746,36859,0.210155,3.29
7038,53681,0.1311028,3.01
7038,49542,0.1420558,3.01
7038,26791,0.2626901,3.01
7038,42073,0.1672743,3.01
7038,12500,0.5630185,3.01
7038,42073,0.1672743,3.01
6947,49792,0.1395257,3.16
6947,16574,0.4191663,3.16
6947,21707,0.3200471,3.16
6947,54145,0.1283085,3.16
6947,31369,0.221469,3.16
7124,16516,0.4313599,2.97
7124,16516,0.4313599,2.97
9271,23750,0.3903773,4.12
9271,14643,0.6331667,4.12
9271,21891,0.4235284,4.12
9388,12014,0.7813942,4.06
9388,27047,0.3470873,4.06
9388,30540,0.3073893,4.06
9388,31652,0.2965901,4.06
9388,16354,0.574029,4.06
9388,30014,0.3127764,4.06
8995,19342,0.4650294,4.32
8995,19342,0.4650294,4.32
7287,14798,0.4924216,3.25
7287,27156,0.2683331,3.25
7287,25122,0.2900587,3.25
7287,40234,0.1811119,3.25
7287,15694,0.4643083,3.25
7287,26825,0.2716442,3.25
7533,39063,0.1928423,3.41
7533,27344,0.27549,3.41
7533,22045,0.3417101,3.41
7533,26307,0.2863496,3.41
7410,6976,1.0622381,3.08
7410,7097,1.0441275,3.08
6994,29032,0.2408994,3.22
6994,29113,0.2402292,3.22
6779,31699,0.2138565,3
6779,33125,0.2046502,3
8231,30278,0.2718451,3.66
8231,31806,0.2587853,3.66
6749,66083,0.1021247,2.79
6749,61204,0.1102658,2.79
7655,42417,0.1804706,3.38
7655,24550,0.3118136,3.38
7655,24650,0.3105486,3.38
7714,10658,0.723805,3.44
7714,41979,0.183766,3.44
7714,14551,0.5301569,3.44
11985,32763,0.3657965,5.36
11985,60469,0.198194,5.36
11985,31250,0.3835069,5.36
8090,41576,0.1945858,3.5
8090,30526,0.2650232,3.5
8090,26863,0.3011614,3.5
8090,38625,0.2094524,3.5
8090,68390,0.1182936,3.5
8090,30383,0.2662706,3.5
6365,83882,0.0758783,2.83
6365,32159,0.1979172,2.83
6365,40363,0.1576895,2.83
6365,41895,0.1519231,2.83
7266,12188,0.5961864,3.15
7266,19053,0.381374,3.15
7266,59808,0.1214941,3.15
7266,19735,0.3681945,3.15
6750,50357,0.1340469,2.98
6750,25500,0.2647137,2.98
6750,43695,0.1544845,2.98
6750,42668,0.1582029,2.98
7370,82917,0.0888882,2.97
7370,82917,0.0888882,2.97
11069,26364,0.4198499,4.95
7634,13967,0.5466085,3.41
7634,40581,0.1881295,3.41
7634,14859,0.5137951,3.41
7709,158750,0.0485605,3.37
7709,57083,0.1350486,3.37
6874,50000,0.137472,3.07
6874,38242,0.1797395,3.07
6874,38781,0.1772414,3.07
7980,36458,0.2188708,3.37
7980,32357,0.246611,3.37
8259,45521,0.1814325,3.52
8259,32768,0.2520443,3.52
8259,56731,0.1455816,3.52
8259,37339,0.2211893,3.52
7163,21216,0.3376314,3.23
7163,15577,0.4598567,3.23
7163,43400,0.1650504,3.23
7163,22313,0.3210321,3.23
7163,27835,0.2573446,3.23
6335,44000,0.1439716,2.78
6335,19177,0.3303306,2.78
6335,32393,0.1955592,2.78
6335,48264,0.1312521,2.78
6335,30536,0.2074519,2.78
6335,42500,0.1490529,2.78
6901,26250,0.2629062,3.06
6901,26250,0.2629062,3.06
6724,67614,0.0994487,2.75
6724,100917,0.0666302,2.75
6724,88490,0.0759874,2.75
8655,32835,0.263598,3.6
8903,45938,0.1938089,3.71
8903,36161,0.2462098,3.71
8903,14196,0.6271622,3.71
8903,36451,0.244251,3.71
9861,23000,0.4287282,4.2
9861,19762,0.4989752,4.2
9861,36731,0.2684585,4.2
9861,21464,0.4594087,4.2
7344,3702,1.9838823,3.2
7344,3702,1.9838823,3.2
7009,18548,0.3779053,3.15
7009,26030,0.2692811,3.15
7009,25762,0.2720824,3.15
7009,24424,0.2869877,3.15
7009,21285,0.3293111,3.15
7009,36797,0.190488,3.15
7009,34081,0.2056685,3.15
7009,92750,0.0755729,3.15
7009,27648,0.2535224,3.15
7010,39688,0.1766389,3.19
7010,18929,0.3703548,3.19
7010,23234,0.3017322,3.19
8393,32917,0.2549731,3.77
8393,13839,0.6064708,3.77
8393,21599,0.3885805,3.77
8393,40287,0.208329,3.77
8393,30234,0.2775997,3.77
8393,22784,0.3683703,3.77
5832,14063,0.4147351,2.78
6785,15863,0.4276987,3.2
5368,75221,0.0713603,2.34
5368,67143,0.0799456,2.34
5368,67411,0.0796278,2.34
7471,44688,0.1671791,3.01
8825,22750,0.387927,3.67
8825,22750,0.387927,3.67
8387,75972,0.1104013,3.68
8387,19824,0.4230935,3.68
8387,19990,0.4195801,3.68
8387,26045,0.3220352,3.68
8387,21554,0.3891345,3.68
8387,20758,0.4040565,3.68
7348,87598,0.0838817,3.23
7348,26094,0.2815922,3.23
7348,65326,0.11248,3.23
7348,57868,0.1269763,3.23
7348,53421,0.1375464,3.23
6647,44327,0.1499443,2.85
6647,27083,0.2454152,2.85
6647,43182,0.1539202,2.85
6647,43750,0.1519218,2.85
6647,39756,0.1671843,2.85
5422,24967,0.2171516,2.48
5422,42344,0.1280376,2.48
5422,38229,0.1418197,2.48
6950,12260,0.5669106,2.9
6950,47313,0.1469009,2.9
6950,35583,0.1953271,2.9
6950,40599,0.1711945,2.9
5025,4779,1.0515419,2.5
6778,15750,0.430352,3.25
6778,36139,0.1875548,3.25
6778,25760,0.2631228,3.25
6778,20295,0.3339761,3.25
6778,16548,0.409599,3.25
6778,43979,0.15412,3.25
6778,35804,0.1893097,3.25
6778,78623,0.0862094,3.25
6778,28128,0.2409714,3.25
7578,61339,0.1235383,3.18
7578,41406,0.1830101,3.18
7578,48125,0.1574591,3.18
7578,49196,0.1540312,3.18
9373,28715,0.3263999,4.16
9373,28715,0.3263999,4.16
7471,32589,0.2292507,3.27
7471,39156,0.1908022,3.27
7471,22564,0.3311049,3.27
7471,27446,0.2722091,3.27
7471,26897,0.2777652,3.27
7471,67545,0.1106085,3.27
7471,52652,0.1418949,3.27
7471,34410,0.2171186,3.27
7534,26413,0.285246,3.25
7534,17778,0.4237935,3.25
7534,91250,0.0825666,3.25
7534,21044,0.3580214,3.25
8295,9375,0.8847982,3.63
8295,28654,0.2894878,3.63
8295,16020,0.5177892,3.63
8295,16956,0.4892064,3.63
9074,13125,0.6913514,4.23
9074,11607,0.7817685,4.23
